0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,3.0
9,1.2
10,1.2
11,0.0
12,0.99
13,1.29
14,1.88
15,1.79
16,1.79
17,1.3
18,1.37
19,1.36
20,1.24
21,1.52
22,1.44
23,1.4
24,1.35
25,1.24
26,1.27
27,1.18
28,1.14
29,1.3
30,1.18
31,1.32
32,1.31
33,1.36
34,1.14
35,1.23
36,1.35
37,1.37
38,1.34
39,1.28
40,1.26
41,1.21
42,1.19
43,0.92
44,1.15
45,0.89
46,0.96
47,0.95
48,0.94
49,0.88
50,0.85
51,0.89
52,0.89
53,0.94
54,0.81
55,0.91
56,0.8
57,0.68
58,0.77
59,0.7
60,0.6
61,0.68
62,0.71
63,0.65
64,0.66
65,0.68
66,0.61
67,0.61
68,0.65
69,0.6
70,0.62
71,0.64
72,0.64
73,0.6
74,0.63
75,0.6
76,0.5
77,0.56
78,0.53
79,0.52
80,0.51
81,0.5
82,0.44
83,0.61
84,0.42
85,0.56
86,0.56
87,0.62
88,0.71
89,0.83
90,0.99
91,1.12
92,1.14
93,0.87
94,0.99
95,0.99
96,1.06
97,0.8
98,0.88
99,0.99
100,0.93
101,1.0
102,1.0
103,0.9
104,0.75
105,0.88
106,0.9
107,0.88
108,0.92
109,0.93
110,1.0
111,1.0
112,0.94
113,0.92
114,0.96
115,0.97
116,0.92
117,0.91
118,0.87
119,0.86
120,0.88
121,0.91
122,0.87
123,0.88
124,0.87
125,0.83
126,0.82
127,0.84
128,0.87
129,0.83
130,0.79
131,0.81
132,0.81
133,0.84
134,0.9
135,0.96
136,0.92
137,0.99
138,1.0
139,0.8
140,0.94
141,0.9
142,0.89
143,1.07
144,0.91
145,0.88
146,0.87
147,0.87
148,0.88
149,0.85
150,0.92
151,0.87
152,0.86
153,0.89
154,0.95
155,0.92
156,0.95
157,0.96
158,0.95
159,0.94
160,0.95
161,0.94
162,0.99
163,0.99
164,1.0
165,1.08
166,1.22
167,1.14
168,1.16
169,1.2
170,1.22
171,1.31
172,1.47
173,1.22
174,1.54
175,1.54
176,1.52
177,2.03
178,2.1
179,2.5
180,2.3
181,2.42
182,2.55
183,2.41
184,2.44
185,2.2
186,2.17
187,2.45
188,2.53
189,2.57
190,2.56
191,2.53
192,3.0
193,3.16
194,3.76
195,4.35
196,6.38
197,5.22
198,5.27
199,5.2
200,5.22
201,4.25
202,3.86
203,4.36
204,4.45
205,4.37
206,4.63
207,5.6
208,5.7
209,6.23
210,5.93
211,6.03
212,6.31
213,6.5
214,6.35
215,7.59
216,8.7
217,9.35
218,9.96
219,11.0
220,10.98
221,9.5
222,9.88
223,11.55
224,11.11
225,11.25
226,13.25
227,15.0
228,12.5
229,13.09
230,12.92
231,11.14
232,10.75
233,10.55
234,10.06
235,11.97
236,10.96
237,12.29
238,11.13
239,10.69
240,11.0
241,10.5
242,11.58
243,11.73
244,11.88
245,11.41
246,11.63
247,11.61
248,11.58
249,11.1
250,10.39
251,10.79
252,10.08
253,9.74
254,9.16
255,8.8
256,8.72
257,7.53
258,8.02
259,8.48
260,8.22
261,8.48
262,9.45
263,8.92
264,8.77
265,8.54
266,8.15
267,7.83
268,8.31
269,8.0
270,7.43
271,7.5
272,7.77
273,7.3
274,7.51
275,8.83
276,8.76
277,10.03
278,9.37
279,9.43
280,9.79
281,9.27
282,9.3
283,9.44
284,9.32
285,9.39
286,9.97
287,10.1
288,10.48
289,10.14
290,9.94
291,11.04
292,12.26
293,13.29
294,14.49
295,13.73
296,13.95
297,14.21
298,13.45
299,12.62
300,12.53
301,12.37
302,11.56
303,11.11
304,12.28
305,12.48
306,13.85
307,13.83
308,13.78
309,13.78
310,13.66
311,13.85
312,13.96
313,14.41
314,14.44
315,14.49
316,13.97
317,14.01
318,15.57
319,17.55
320,18.7
321,18.3
322,20.61
323,15.49
324,11.36
325,12.33
326,11.7
327,12.71
328,13.21
329,14.25
330,13.58
331,14.28
332,13.82
333,14.04
334,12.15
335,12.76
336,12.4
337,12.23
338,12.04
339,11.85
340,11.34
341,10.45
342,10.51
343,10.07
344,11.3
345,10.92
346,10.97
347,10.58
348,10.54
349,10.44
350,11.55
351,11.88
352,11.59
353,11.19
354,11.03
355,11.63
356,12.54
357,12.66
358,14.82
359,14.4
360,12.63
361,13.84
362,12.08
363,13.05
364,12.87
365,12.87
366,12.57
367,11.86
368,11.04
369,8.3
370,10.42
371,11.21
372,11.05
373,10.95
374,10.98
375,11.29
376,12.22
377,12.22
378,11.68
379,11.78
380,11.56
381,11.21
382,11.21
383,11.17
384,10.77
385,10.77
386,10.71
387,11.28
388,11.14
389,11.07
390,11.01
391,11.01
392,11.35
393,11.26
394,11.19
395,10.99
396,10.95
397,11.21
398,11.55
399,12.21
400,12.08
401,11.85
402,11.71
403,11.75
404,11.7
405,11.59
406,11.39
407,11.72
408,12.05
409,11.64
410,11.89
411,11.92
412,11.97
413,11.96
414,12.61
415,12.83
416,12.39
417,12.93
418,14.72
419,13.72
420,13.11
421,13.36
422,12.91
423,13.05
424,12.89
425,13.09
426,13.17
427,13.3
428,13.24
429,13.21
430,13.23
431,13.45
432,13.32
433,13.09
434,12.87
435,12.68
436,12.24
437,12.06
438,11.74
439,11.75
440,11.77
441,12.02
442,11.9
443,11.96
444,11.93
445,11.98
446,12.5
447,11.98
448,12.05
449,12.07
450,12.06
451,11.95
452,11.93
453,11.38
454,11.5
455,11.43
456,11.08
457,10.39
458,11.22
459,10.91
460,10.75
461,10.82
462,10.86
463,11.13
464,11.11
465,10.97
466,10.9
467,10.86
468,10.64
469,10.52
470,10.29
471,9.96
472,10.13
473,10.22
474,10.0
475,10.01
476,9.95
477,9.53
478,9.7
479,9.57
480,9.56
481,9.84
482,9.78
483,9.22
484,9.39
485,9.34
486,8.91
487,8.66
488,8.18
489,8.59
490,8.44
491,7.65
492,7.9
493,7.54
494,6.69
495,7.61
496,8.35
497,8.3
498,8.52
499,8.09
500,8.2
501,8.45
502,8.4
503,8.23
504,7.76
505,7.85
506,7.66
507,7.89
508,7.61
509,7.59
510,7.87
511,7.64
512,7.16
513,7.23
514,7.19
515,7.21
516,7.15
517,7.57
518,8.21
519,8.16
520,8.05
521,8.14
522,8.33
523,9.59
524,10.88
525,10.2
526,10.07
527,9.78
528,10.27
529,10.2
530,10.55
531,9.83
532,9.81
533,9.78
534,9.78
535,9.88
536,9.59
537,10.14
538,10.19
539,10.43
540,10.6
541,10.91
542,10.71
543,10.78
544,10.51
545,10.51
546,10.65
547,10.51
548,10.54
549,10.47
550,10.62
551,10.71
552,10.71
553,10.78
554,10.95
555,11.32
556,11.22
557,11.32
558,11.45
559,11.39
560,10.94
561,11.34
562,11.43
563,11.42
564,11.39
565,13.0
566,12.97
567,12.95
568,12.72
569,12.83
570,12.82
571,12.52
572,12.77
