573,12.69
574,13.13
575,13.11
576,13.57
577,14.59
578,15.55
579,16.07
580,17.55
581,19.08
582,19.48
583,18.61
584,19.22
585,19.75
586,18.91
587,16.54
588,17.71
589,19.13
590,21.45
591,23.31
592,28.45
593,28.58
594,35.18
595,45.51
596,44.48
597,34.0
598,43.12
599,42.51
600,42.67
601,41.65
602,43.2
603,53.19
604,50.62
605,50.63
606,49.06
607,50.25
608,53.07
609,51.91
610,49.91
611,50.6
612,48.55
613,44.13
614,44.43
615,44.9
616,43.23
617,42.31
618,44.37
619,43.72
620,43.74
621,43.74
622,46.38
623,49.97
624,47.32
625,48.89
626,48.22
627,47.94
628,49.88
629,47.88
630,49.36
631,48.27
632,48.41
633,48.75
634,49.94
635,50.09
636,53.28
637,63.14
638,72.42
639,69.83
640,79.83
641,77.53
642,77.25
643,80.37
644,94.55
645,90.79
646,94.82
647,90.46
648,88.39
649,86.27
650,87.83
651,88.2
652,85.15
653,87.96
654,88.72
655,90.32
656,87.8
657,86.98
658,95.88
659,124.38
660,123.06
661,148.0
662,160.39
663,169.5
664,193.03
665,177.33
666,162.83
667,156.63
668,172.86
669,194.17
670,228.58
671,228.64
672,220.7
673,222.04
674,224.3
675,244.96
676,247.75
677,264.26
678,255.77
679,259.41
680,279.11
681,335.95
682,339.68
683,394.66
684,388.09
685,343.84
686,344.68
687,353.61
688,368.1
689,351.53
690,358.2
691,350.53
692,325.3
693,320.97
694,326.85
695,304.54
696,279.36
697,253.68
698,286.14
699,315.86
700,292.9
701,280.68
702,261.0
703,283.99
704,276.41
705,269.05
706,266.0
707,265.88
708,240.94
709,245.67
710,237.72
711,205.76
712,190.55
713,224.15
714,205.41
715,197.14
716,169.1
717,155.42
718,189.97
719,227.09
720,194.41
721,226.33
722,216.33
723,230.47
724,228.32
725,225.48
726,203.59
727,202.88
728,202.93
729,191.21
730,206.14
731,196.78
732,201.33
733,225.9
734,218.12
735,224.39
736,220.6
737,253.09
738,264.56
739,269.94
740,296.51
741,295.28
742,298.28
743,309.32
744,308.02
745,296.62
746,299.16
747,286.52
748,301.38
749,300.3
750,292.62
751,293.02
752,298.2
753,321.85
754,313.37
755,317.4
756,325.28
757,330.06
758,332.86
759,347.88
760,347.66
761,372.35
762,383.86
763,388.33
764,391.42
765,351.03
766,352.45
767,303.7
768,317.94
769,338.92
770,335.37
771,306.72
772,303.79
773,299.21
774,297.95
775,294.1
776,275.84
777,223.14
778,259.57
779,254.49
780,258.4
781,297.53
782,283.0
783,283.56
784,257.77
785,262.94
786,286.14
787,282.6
788,294.89
789,288.64
790,309.97
791,302.77
792,292.58
793,302.77
794,303.95
795,296.81
796,291.81
797,291.68
798,294.99
799,308.33
800,311.26
801,309.49
802,296.95
803,298.46
804,302.86
805,302.89
806,336.83
807,338.81
808,336.58
809,334.23
810,316.14
811,313.54
812,307.41
813,303.08
814,299.55
815,294.03
816,285.27
817,296.5
818,296.35
819,295.54
820,296.36
821,293.35
822,304.04
823,306.8
824,303.64
825,289.42
826,284.92
827,304.51
828,300.04
829,296.23
830,296.82
831,291.84
832,307.35
833,319.66
834,296.86
835,314.23
836,306.02
837,314.6
838,334.72
839,331.2
840,330.32
841,331.72
842,346.65
843,354.6
844,367.71
845,360.52
846,380.84
847,406.57
848,470.43
849,464.61
850,470.54
851,475.24
852,466.27
853,427.42
854,434.85
855,461.58
856,457.96
857,462.81
858,466.93
859,453.96
860,422.48
861,421.15
862,513.29
863,656.52
864,699.09
865,693.58
866,684.27
867,692.83
868,717.71
869,785.99
870,812.5
871,799.17
872,789.39
873,657.83
874,700.44
875,675.91
876,723.14
877,753.4
878,739.94
879,716.69
880,739.6
881,692.99
882,741.13
883,756.2
884,861.97
885,941.1
886,944.83
887,967.13
888,1006.41
889,1117.75
890,1136.11
891,1289.24
892,1248.99
893,1139.32
894,1261.03
895,1385.02
896,1359.48
897,1278.69
898,1050.26
899,1024.69
900,1012.97
901,1037.36
902,1150.5
903,1049.09
904,999.64
905,984.47
906,1061.78
907,1046.37
908,1048.58
909,1109.08
910,1231.58
911,1169.96
912,1063.75
913,1111.31
914,1026.19
915,917.47
916,970.87
917,827.59
918,695.08
919,785.01
920,751.81
921,813.55
922,877.88
923,850.75
924,811.24
925,865.27
926,840.98
927,920.11
928,927.95
929,938.02
930,974.77
931,913.9
932,939.79
933,885.52
934,840.1
935,804.63
936,854.7
937,833.49
938,840.28
939,867.62
940,871.58
941,851.5
942,869.87
943,855.6
944,855.65
945,864.83
946,849.42
947,815.69
948,751.13
949,698.83
950,726.92
951,682.3
952,720.36
953,697.02
954,689.96
955,613.15
956,610.56
957,600.53
958,549.79
959,537.38
960,555.55
961,557.57
962,559.91
963,539.89
964,543.83
965,520.16
966,523.01
967,486.25
968,448.78
969,445.93
970,383.9
971,393.82
972,394.07
973,378.85
974,384.68
975,415.93
976,378.65
977,381.36
978,370.35
979,384.98
980,400.72
981,399.02
982,415.65
983,430.42
984,493.95
985,494.96
986,502.79
987,534.15
988,511.67
989,503.03
990,525.78
991,567.25
992,617.16
993,605.17
994,621.33
995,644.13
996,703.35
997,617.73
998,661.45
999,643.33
1000,683.02
1001,689.31
1002,670.04
1003,670.81
1004,686.74
1005,777.62
1006,784.21
1007,816.58
1008,790.39
1009,752.4
1010,747.79
1011,751.27
1012,723.61
1013,677.8
1014,683.64
1015,729.34
1016,727.41
1017,705.64
1018,706.72
1019,668.38
1020,693.57
1021,696.05
1022,715.15
1023,696.73
1024,640.84
1025,577.01
1026,602.59
1027,584.77
1028,585.76
1029,569.64
1030,512.03
1031,566.59
1032,557.12
1033,577.23
1034,579.01
1035,590.53
1036,619.04
1037,591.31
1038,608.23
1039,606.3
1040,604.44
1041,599.55
1042,593.38
1043,524.74
1044,531.15
1045,494.53
1046,476.3
1047,519.83
1048,487.51
1049,497.22
1050,496.74
1051,517.63
1052,538.45
1053,536.16
1054,525.77
1055,462.16
1056,474.18
1057,455.25
1058,458.82
1059,429.58
1060,441.75
1061,420.72
